ID,Category,Question,Sample Answer,Answer Type,Source Basis
657,Comparisons,Compare MBA and MCA.,"Both are two-year postgraduate programs. MBA requires a bachelor's degree and is $18,500/year; MCA requires a bachelor's in computing and is $13,800/year.",Direct,Reference + Answered FAQ
658,Comparisons,Compare MCA and M.Tech.,"Both are two-year postgraduate programs. MCA requires a bachelor's in computing and costs $13,800/year; M.Tech requires B.Tech/B.E. and costs $14,600/year.",Direct,Reference + Answered FAQ
659,Comparisons,Compare BBA and B.Com.,"Both are three-year programs and both accept 10+2 from any stream. BBA is $10,800/year; B.Com is $8,600/year.",Direct,Reference + Answered FAQ
660,Comparisons,"Which is cheaper, BCA or B.Tech Computer Science?","BCA is listed at $10,200/year; B.Tech Computer Science is $14,500/year.",Direct,Reference + Answered FAQ
661,Comparisons,"Which is cheaper, MBA or MCA?","MCA is listed at $13,800/year; MBA is $18,500/year.",Direct,Reference + Answered FAQ
662,Comparisons,Which undergraduate program is cheapest?,"BA is the lowest listed undergraduate tuition at $7,900/year.",Direct,Reference + Answered FAQ
663,Comparisons,Which postgraduate program is cheapest?,"MA is the lowest listed postgraduate tuition at $9,600/year.",Direct,Reference + Answered FAQ
664,Fees & Dates,What are the one-time fees for undergraduate students?,"Undergraduate one-time fees listed are a $60 non-refundable application/processing fee, $500 admission/registration fee and $300 refundable caution deposit.",Direct,Reference + Answered FAQ
665,Fees & Dates,What are the one-time fees for postgraduate students?,"Postgraduate one-time fees listed are a $75 non-refundable application/processing fee, $650 admission/registration fee and $300 refundable caution deposit.",Direct,Reference + Answered FAQ
666,Fees & Dates,What are the recurring undergraduate fees besides tuition?,"Accommodation is $3,200/year, library/technology $350/year, and examination $120/semester, in addition to tuition.",Direct,Reference + Answered FAQ
667,Fees & Dates,What are the recurring postgraduate fees besides tuition?,"Accommodation is $3,200/year, library/technology $350/year, and examination $150/semester, in addition to tuition.",Direct,Reference + Answered FAQ
668,Fees & Dates,Can fees be paid annually?,Yes. The payment plan permits annual payment or two semester installments.,Direct,Reference + Answered FAQ
669,Fees & Dates,Is late payment penalized?,Yes. A late payment fee applies after the published due date each semester.,Direct,Reference + Answered FAQ
670,Fees & Dates,What is the listed decision date?,June 10.,Direct,Reference + Answered FAQ
671,Fees & Dates,What is the Fall start date?,August 1.,Direct,Reference + Answered FAQ
672,Fees & Dates,What is the early deadline?,January 15.,Direct,Reference + Answered FAQ
673,Fees & Dates,What is the regular deadline?,April 30.,Direct,Reference + Answered FAQ
674,Objection / Graceful,Are there installment plans?,Yes. Fees may be paid annually or in two semester installments; late payment fees apply after the due date.,Objection / Graceful,Answered FAQ + Reference
675,Objection / Graceful,Is there any financial assistance?,"Yes. Need-based aid is available, along with merit and Sports & Arts scholarship options.",Objection / Graceful,Answered FAQ + Reference
676,Objection / Graceful,Is the application processing fee refundable?,No. The processing fee is non-refundable.,Objection / Graceful,Answered FAQ + Reference
677,Objection / Graceful,Does the university guarantee jobs?,The reference does not state a job-placement guarantee; it reports a 95% placement rate.,Objection / Graceful,Answered FAQ + Reference
678,Objection / Graceful,What if I miss the deadline?,No late-application policy is specified; contact Admissions to check whether an alternative is available.,Objection / Graceful,Answered FAQ + Reference
679,Objection / Graceful,Can I apply to Meridian while considering other universities?,"Yes, no restriction is specified against applying to another university.",Objection / Graceful,Answered FAQ + Reference
680,Objection / Graceful,Is campus accommodation available?,"Yes, residence halls are listed at $3,200/year.",Objection / Graceful,Answered FAQ + Reference
681,Objection / Graceful,Can I speak to admissions later?,"Yes, callback scheduling is included in the admission-agent flow.",Objection / Graceful,Answered FAQ + Reference
682,Objection / Graceful,Can I research the university without applying now?,Yes. The reference does not require immediate application after an enquiry.,Objection / Graceful,Answered FAQ + Reference
683,Objection / Graceful,Can I ask my parents before deciding?,Yes. The FAQ says applicants may discuss their decision with their parents.,Objection / Graceful,Answered FAQ + Reference
684,Lists,List the undergraduate programs.,"The eight listed undergraduate programs are B.Tech Computer Science, B.Tech AI & Machine Learning, B.Tech Information Technology, BBA, BCA, B.Com, BA and B.Sc.",Direct,Reference + Answered FAQ
685,Lists,List the postgraduate programs.,"The six listed postgraduate programs are MBA, MCA, M.Tech (Various Specializations), M.Sc, MA and M.Com.",Direct,Reference + Answered FAQ
686,Lists,List the doctoral research areas.,Engineering & Computing; Business & Economics; Natural Sciences; Humanities & Social Sciences.,Direct,Reference + Answered FAQ
687,Lists,List the schools.,Engineering; Computer Science; Business/Management; Arts; Science; Commerce.,Direct,Reference + Answered FAQ
688,Lists,List the scholarships.,"Merit Scholarship, Need-Based Aid, Sports & Arts Scholarship.",Direct,Reference + Answered FAQ
689,Lists,List the admission intakes.,"Fall, Spring, and limited Summer options for select programs.",Direct,Reference + Answered FAQ
690,Lists,List the required admission documents.,"Academic transcripts/mark sheets, government-issued photo ID or passport, passport-size photograph, SOP for postgraduate/doctoral applicants, and for international applicants a passport copy and where applicable an English proficiency score.",Direct,Reference + Answered FAQ
691,Lists,List the campus facilities.,"Smart classrooms, central library, Innovation Labs, sports complex, residence halls, cafeteria/food court, student clubs and annual events.",Direct,Reference + Answered FAQ
692,Lists,List the important dates.,January 15 early deadline; April 30 regular deadline; June 10 decisions; August 1 Fall start.,Direct,Reference + Answered FAQ
693,Lists,List the contact details.,"221 Harborview Road, Meridian City, MC 40210; +1 (555) 204-7890; admissions@meridian.edu; Monday–Friday 9 AM–5 PM.",Direct,Reference + Answered FAQ
694,University Overview,What does Meridian say its educational approach is?,"The university says its approach pairs rigorous academics with direct exposure to industry, research and community so graduates leave with credentials and capability.",Direct,Reference + Answered FAQ
695,University Overview,What is Meridian's approach to education?,"Rigorous academics combined with direct exposure to industry, research and community.",Direct,Reference + Answered FAQ
696,University Overview,Does Meridian focus on industry exposure?,Yes. The reference explicitly describes direct exposure to industry as part of its approach.,Direct,Reference + Answered FAQ
697,University Overview,Does Meridian emphasize research?,"Yes. Research is part of its stated educational approach, and the university reports over $40M in active research funding.",Direct,Reference + Answered FAQ
698,University Overview,Does Meridian emphasize community engagement?,Yes. Community engagement is included in the university's stated approach.,Direct,Reference + Answered FAQ
699,University Overview,What happened in 1978 at Meridian?,Meridian opened with a single School of Engineering and 240 students.,Direct,Reference + Answered FAQ
700,University Overview,What happened in 1991?,"The School of Management was established, becoming the university's second school.",Direct,Reference + Answered FAQ
701,University Overview,What happened in 2004?,Meridian received national accreditation for its doctoral research programs.,Direct,Reference + Answered FAQ
702,University Overview,What happened in 2016?,A dedicated Innovation Labs and incubation wing opened on the main campus.,Direct,Reference + Answered FAQ
703,University Overview,What happened in 2024?,"Enrollment crossed 5,000 students across six schools and 50+ programs.",Direct,Reference + Answered FAQ
704,Accreditation,For how many years has Meridian been in the top 25 private universities nationally?,The reference says for four consecutive years.,Direct,Reference + Answered FAQ
705,Accreditation,Does Meridian have engineering certification?,The reference lists Engineering Council Certified among its accreditations/recognitions.,Direct,Reference + Answered FAQ
706,Accreditation,Is Meridian associated with the International Association of Universities?,Yes. It is listed among the university's accreditations/recognitions.,Direct,Reference + Answered FAQ
707,Accreditation,Is Meridian associated with the Global Business School Network?,Yes. It is listed among the university's accreditations/recognitions.,Direct,Reference + Answered FAQ
708,Accreditation,What national accreditation did Meridian receive in 2004?,National accreditation for its doctoral research programs.,Direct,Reference + Answered FAQ
709,Schools,Which school focuses on cybersecurity?,"The School of Computer Science is described as covering software, AI, data science and cybersecurity.",Direct,Reference + Answered FAQ
710,Schools,Which school focuses on finance?,"The School of Business / Management focuses on finance, marketing and entrepreneurship.",Direct,Reference + Answered FAQ
711,Schools,Which school focuses on accounting?,"The School of Commerce focuses on accounting, economics and business analytics.",Direct,Reference + Answered FAQ
712,Schools,Which school focuses on physics and chemistry?,"The School of Science covers physics, chemistry, biology and mathematics with research tracks.",Direct,Reference + Answered FAQ
713,Schools,Which school focuses on design and media?,"The School of Arts covers design, media, literature and humanities.",Direct,Reference + Answered FAQ
714,Schools,Which school has strong lab exposure?,The School of Engineering is described as having strong lab exposure.,Direct,Reference + Answered FAQ
715,Programs,What is the cheapest bachelor's degree?,"The BA is listed at $7,900 per year.",Direct,Reference + Answered FAQ
716,Programs,What is the most expensive bachelor's degree?,"B.Tech AI & Machine Learning is listed at $15,200 per year.",Direct,Reference + Answered FAQ
717,Programs,What is the cheapest master's degree?,"MA is listed at $9,600 per year.",Direct,Reference + Answered FAQ
718,Programs,What is the most expensive master's degree?,"MBA is listed at $18,500 per year.",Direct,Reference + Answered FAQ
719,Programs,Which bachelor's degrees last three years?,"BBA, BCA, B.Com, BA and B.Sc are three years.",Direct,Reference + Answered FAQ
720,Programs,Which bachelor's degrees last four years?,"B.Tech Computer Science, B.Tech AI & Machine Learning and B.Tech Information Technology are four years.",Direct,Reference + Answered FAQ
721,Programs,Which master's degrees last two years?,All six listed postgraduate programs are two years.,Direct,Reference + Answered FAQ
722,Programs,Which undergraduate programs require science subjects?,The B.Tech programs require PCM; B.Sc accepts PCM/PCB.,Direct,Reference + Answered FAQ
723,Programs,Which programs can a student from any stream consider?,"BBA, BCA, B.Com and BA.",Direct,Reference + Answered FAQ
724,Programs,Does the reference list individual M.Tech specializations?,No. It only says M.Tech has various specializations.,Direct,Reference + Answered FAQ
725,Programs,Does the reference list individual MBA specializations?,No. The reference lists MBA but does not enumerate specializations.,Direct,Reference + Answered FAQ
726,Programs,How many undergraduate programs are explicitly listed?,Eight undergraduate programs are explicitly listed.,Direct,Reference + Answered FAQ
727,Programs,How many postgraduate programs are explicitly listed?,Six postgraduate programs are explicitly listed.,Direct,Reference + Answered FAQ
728,Programs,How many doctoral research areas are explicitly listed?,Four doctoral research areas are explicitly listed.,Direct,Reference + Answered FAQ
729,Programs,Does the document list all 50+ programs individually?,"No. It states 50+ programs overall but explicitly lists eight undergraduate programs, six postgraduate programs and four doctoral research areas.",Direct,Reference + Answered FAQ
730,Undergraduate Applicant,I want a B.Tech. What choices are listed?,"The listed B.Tech choices are Computer Science, AI & Machine Learning, and Information Technology.",Direct,Reference + Answered FAQ
731,Undergraduate Applicant,Which B.Tech has the highest listed tuition?,"B.Tech AI & Machine Learning at $15,200 per year.",Direct,Reference + Answered FAQ
732,Undergraduate Applicant,Which B.Tech has the lowest listed tuition?,"B.Tech Information Technology at $14,200 per year.",Direct,Reference + Answered FAQ
733,Undergraduate Applicant,Can I choose BCA with any 12th stream?,Yes. BCA is listed as 10+2 (Any Stream).,Direct,Reference + Answered FAQ
734,Undergraduate Applicant,Can I choose BBA with any 12th stream?,Yes. BBA is listed as 10+2 (Any Stream).,Direct,Reference + Answered FAQ
735,Undergraduate Applicant,Can I choose B.Com with any 12th stream?,Yes. B.Com is listed as 10+2 (Any Stream).,Direct,Reference + Answered FAQ
736,Undergraduate Applicant,Can I choose BA with any 12th stream?,Yes. BA is listed as 10+2 (Any Stream).,Direct,Reference + Answered FAQ
737,Undergraduate Applicant,Which program is available for PCM or PCB students?,B.Sc is listed with 10+2 (PCM/PCB) eligibility.,Direct,Reference + Answered FAQ
738,Undergraduate Applicant,What are the B.Tech admission subjects?,The listed B.Tech programs require 10+2 (PCM).,Direct,Reference + Answered FAQ
739,Graduate Applicant,Which master's program is for computing graduates?,MCA is listed with eligibility of a bachelor's in computing.,Direct,Reference + Answered FAQ
740,Graduate Applicant,Which master's program is for B.Tech/B.E. graduates?,M.Tech is listed with eligibility of B.Tech/B.E.,Direct,Reference + Answered FAQ
741,Graduate Applicant,Which master's program is for science graduates?,M.Sc is listed with eligibility of a bachelor's in science.,Direct,Reference + Answered FAQ
742,Graduate Applicant,Which master's program is for commerce graduates?,M.Com is listed with eligibility of a bachelor's in commerce.,Direct,Reference + Answered FAQ
743,Graduate Applicant,Which master's programs accept a bachelor's degree generally?,MBA and MA are listed with eligibility of a bachelor's degree.,Direct,Reference + Answered FAQ
744,Graduate Applicant,Do postgraduate applicants need transcripts?,Yes. Academic transcripts/mark sheets are part of the required documents.,Direct,Reference + Answered FAQ
745,Graduate Applicant,Do postgraduate applicants need an SOP?,Yes. An SOP is required for postgraduate applications.,Direct,Reference + Answered FAQ
746,Graduate Applicant,Can a postgraduate applicant apply to two programs?,Yes. Applicants may apply to up to two programs within the same intake cycle.,Direct,Reference + Answered FAQ
747,Doctoral Programs,What research can I do in AI?,AI systems are listed under the Engineering & Computing doctoral research area.,Direct,Reference + Answered FAQ
748,Doctoral Programs,What research can I do in robotics?,Robotics is listed under the Engineering & Computing doctoral research area.,Direct,Reference + Answered FAQ
749,Doctoral Programs,What research can I do in distributed computing?,Distributed computing is listed under the Engineering & Computing doctoral research area.,Direct,Reference + Answered FAQ
750,Doctoral Programs,What research can I do in network security?,Network security is listed under the Engineering & Computing doctoral research area.,Direct,Reference + Answered FAQ
751,Doctoral Programs,What business research areas are available for PhD?,"Organizational behavior, financial markets and applied economics.",Direct,Reference + Answered FAQ
752,Doctoral Programs,What natural science research areas are available for PhD?,"Materials science, molecular biology and computational chemistry.",Direct,Reference + Answered FAQ
753,Doctoral Programs,What humanities research areas are available for PhD?,"Media studies, comparative literature and public policy.",Direct,Reference + Answered FAQ
754,Doctoral Programs,Where can I get a PhD fee quotation?,The reference says prospective PhD candidates should be directed to the Admissions Office for a specific quotation.,Direct,Reference + Answered FAQ
755,Admission Process,Does every program require an interview?,No such universal requirement is stated. The reference says select programs may require a personal statement or interview.,Direct,Reference + Answered FAQ
756,Admission Process,Does every program require an entrance exam?,No. The reference says entrance scores may apply where applicable and does not state that an entrance exam is mandatory for every program.,Direct,Reference + Answered FAQ
757,Admission Process,What information is entered in the online application?,Academic and personal details are entered in the online application.,Direct,Reference + Answered FAQ
758,Admission Process,What is step 2 of admission?,"Submit documents, including transcripts, identification and any required test scores.",Direct,Reference + Answered FAQ
759,Admission Process,What is step 3 of admission?,Admission review by the admissions committee.,Direct,Reference + Answered FAQ
760,Admission Process,What is step 4 of admission?,The applicant receives the admission decision and instructions to enroll.,Direct,Reference + Answered FAQ
761,Admission Process,Who reviews my application?,The admissions committee reviews the complete application profile.,Direct,Reference + Answered FAQ
762,Admission Process,Will I receive enrollment instructions?,Yes. The offer/admission decision includes instructions to enroll.,Direct,Reference + Answered FAQ
763,Documents,Are mark sheets required?,Yes. Academic transcripts and mark sheets from the most recent qualification are required.,Direct,Reference + Answered FAQ
764,Documents,Can I use a passport as my ID?,Yes. A government-issued photo ID or passport is listed.,Direct,Reference + Answered FAQ
765,Documents,Do I need a passport-size photo?,Yes. A recent passport-size photograph is required.,Direct,Reference + Answered FAQ
766,Documents,Is an English test always required for international students?,Not necessarily. The document says an English proficiency score is required where applicable.,Direct,Reference + Answered FAQ
767,Documents,Is an SOP required for PhD?,Yes. The reference requires an SOP for doctoral applications.,Direct,Reference + Answered FAQ
768,Documents,Is an SOP required for postgraduate programs?,Yes. The reference requires an SOP for postgraduate applications.,Direct,Reference + Answered FAQ
769,Intakes & Dates,Which intakes are regular?,Fall and Spring are the regular intake cycles.,Direct,Reference + Answered FAQ
770,Intakes & Dates,Is Summer available for every program?,No. The reference says Summer options are limited to select programs.,Direct,Reference + Answered FAQ
771,Intakes & Dates,When is the early application deadline?,January 15.,Direct,Reference + Answered FAQ
772,Intakes & Dates,When is the regular application deadline?,April 30.,Direct,Reference + Answered FAQ
773,Intakes & Dates,When are decisions listed to be released?,June 10 is the listed admission-decision date.,Direct,Reference + Answered FAQ
774,Intakes & Dates,When does the Fall semester start?,August 1.,Direct,Reference + Answered FAQ
775,Fees & Financial,What is the undergraduate fee range?,"$7,900–$15,200 tuition per year, plus the listed additional fees.",Direct,Reference + Answered FAQ
776,Fees & Financial,What is the postgraduate fee range?,"$9,600–$18,500 tuition per year, plus the listed additional fees.",Direct,Reference + Answered FAQ
777,Fees & Financial,How much is the undergraduate processing fee?,"$60, one-time and non-refundable.",Direct,Reference + Answered FAQ
778,Fees & Financial,How much is the postgraduate processing fee?,"$75, one-time and non-refundable.",Direct,Reference + Answered FAQ
779,Fees & Financial,How much is undergraduate registration?,"$500, one-time.",Direct,Reference + Answered FAQ
780,Fees & Financial,How much is postgraduate registration?,"$650, one-time.",Direct,Reference + Answered FAQ
781,Fees & Financial,How much is the refundable deposit?,$300.,Direct,Reference + Answered FAQ
782,Fees & Financial,How much is the annual hostel charge?,"$3,200 per year.",Direct,Reference + Answered FAQ
783,Fees & Financial,How much is the library technology charge?,$350 per year.,Direct,Reference + Answered FAQ
784,Fees & Financial,How much is the undergraduate exam charge?,$120 per semester.,Direct,Reference + Answered FAQ
785,Fees & Financial,How much is the postgraduate exam charge?,$150 per semester.,Direct,Reference + Answered FAQ
786,Fees & Financial,Are the fee figures current official fees?,The reference explicitly labels the figures as illustrative dummy figures and says they should be replaced with verified current fee data before production use.,Direct,Reference + Answered FAQ
787,Scholarships,What scholarships are specifically named?,"Merit Scholarship, Need-Based Aid, and Sports & Arts Scholarship.",Direct,Reference + Answered FAQ
788,Scholarships,How much can the merit scholarship waive?,Up to 50% of tuition.,Direct,Reference + Answered FAQ
789,Scholarships,Does need-based aid have a stated percentage?,No. The reference says need-based financial assistance is available but does not specify a percentage.,Direct,Reference + Answered FAQ
790,Scholarships,Does the Sports & Arts scholarship have a stated percentage?,No. The reference does not specify a percentage for Sports & Arts Scholarships.,Direct,Reference + Answered FAQ
791,International Students,Are international applicants explicitly accepted?,Yes.,Direct,Reference + Answered FAQ
792,International Students,What is the main extra document for international applicants?,A valid passport copy.,Direct,Reference + Answered FAQ
793,International Students,What additional test may international applicants need?,"An English proficiency score, where applicable.",Direct,Reference + Answered FAQ
794,International Students,Does the document specify international tuition?,No separate international tuition structure is specified.,Direct,Reference + Answered FAQ
795,Campus & Student Life,How many books are in the library?,"200,000+ volumes.",Direct,Reference + Answered FAQ
796,Campus & Student Life,Does the library have 24-hour reading?,Yes. It has 24/7 reading halls.,Direct,Reference + Answered FAQ
797,Campus & Student Life,How many sports does the sports complex support?,Twelve competitive sports.,Direct,Reference + Answered FAQ
798,Campus & Student Life,How many student clubs are there?,40+ clubs.,Direct,Reference + Answered FAQ
799,Campus & Student Life,What are the residence halls like?,"They are described as secure, modern housing with common lounges and study rooms.",Direct,Reference + Answered FAQ
800,Campus & Student Life,Is there startup incubation?,Yes. Innovation Labs include dedicated startup incubation space.,Direct,Reference + Answered FAQ
801,Campus & Student Life,Is there a cafeteria?,Yes. There is a cafeteria and food court.,Direct,Reference + Answered FAQ
802,Campus & Student Life,What type of dining is offered?,Multi-cuisine dining with nutrition-conscious counters.,Direct,Reference + Answered FAQ
803,Placements & Research,Is the 95% placement rate an overall university figure?,The University at a Glance section lists an overall 95% placement rate; program-specific placement rates are not provided.,Direct,Reference + Answered FAQ
804,Placements & Research,Does the document give average salaries?,No.,Direct,Reference + Answered FAQ
805,Placements & Research,Does the document list employers?,No specific employers are listed.,Direct,Reference + Answered FAQ
806,Placements & Research,How much research funding is reported?,Over $40M in active research funding across engineering and sciences.,Direct,Reference + Answered FAQ
807,Placements & Research,How many partner universities are reported?,60+ partner universities worldwide.,Direct,Reference + Answered FAQ
808,Contact,Can I email Admissions?,Yes. The listed email is admissions@meridian.edu.,Direct,Reference + Answered FAQ
809,Contact,Can I call Admissions?,Yes. The listed phone number is +1 (555) 204-7890.,Direct,Reference + Answered FAQ
810,Contact,When can I contact the Admissions Office?,"Monday–Friday, 9:00 AM–5:00 PM.",Direct,Reference + Answered FAQ
811,Contact,Can the admissions team call me?,Yes. The agent flow includes callback scheduling.,Direct,Reference + Answered FAQ
812,Contact,Can the brochure be sent by WhatsApp?,Yes. The admission-agent script includes email or WhatsApp as brochure-delivery options.,Direct,Reference + Answered FAQ
813,Contact,Can the brochure be sent by email?,Yes. The admission-agent script includes email or WhatsApp as brochure-delivery options.,Direct,Reference + Answered FAQ
814,Contact,Can I request a callback at a preferred time?,Yes. The conversation flow asks for the best time to contact the student.,Direct,Reference + Answered FAQ
815,Graceful Handling,Does the reference say Meridian is the best university?,No. The reference provides facts about Meridian but does not establish an overall 'best university' comparison.,Graceful Unknown,Reference + Answered FAQ
816,Graceful Handling,Can you recommend Meridian over another university?,The reference does not provide a direct university-by-university comparison. It can provide Meridian's documented facts for comparison.,Graceful Unknown,Reference + Answered FAQ
817,Graceful Handling,Can you tell me whether Meridian is worth the money?,The reference provides fee information and university features but does not provide a value-for-money assessment.,Graceful Unknown,Reference + Answered FAQ
818,Graceful Handling,Can you guarantee I will get a job after graduation?,No such guarantee is stated in the reference. It only reports a 95% placement rate.,Graceful Unknown,Reference + Answered FAQ
819,Graceful Handling,Can you guarantee admission?,The reference does not state any admission guarantee.,Graceful Unknown,Reference + Answered FAQ
820,Graceful Handling,Can you tell me my exact chance of admission?,The reference does not provide an admission-probability calculation or guarantee. Admission depends on the stated eligibility and review process.,Graceful Unknown,Reference + Answered FAQ
821,Graceful Handling,Can you tell me my exact scholarship amount?,"The reference lists scholarship categories and up to 50% merit tuition waiver, but it does not calculate an individual's award.",Graceful Unknown,Reference + Answered FAQ
822,Graceful Handling,Can you calculate my exact total fee?,"The reference provides fee components, but the exact total depends on the selected program, accommodation and applicable charges.",Graceful Unknown,Reference + Answered FAQ
823,Graceful Handling,Can you tell me whether I personally qualify?,"The reference can explain the published eligibility criteria, but it does not make an individual admission decision.",Graceful Unknown,Reference + Answered FAQ
824,Graceful Handling,Can you tell me if my marks are enough?,The reference says applicants must meet the program's minimum requirements but does not provide all program-specific minimum percentages.,Graceful Unknown,Reference + Answered FAQ
825,Graceful Handling,Can you tell me which program is best for me?,"The reference does not provide a formal recommendation procedure. It can explain program options, eligibility, duration and fees so you can evaluate them.",Graceful Unknown,Reference + Answered FAQ
826,Graceful Handling,"Can you tell me which university is better, Meridian or another university?",The reference does not provide a direct university comparison. It can provide Meridian's documented facts.,Graceful Unknown,Reference + Answered FAQ
827,Graceful Handling,Can you give me information that is not in the reference?,"The agent should rely on the supplied knowledge and, where the information is not provided, direct the applicant to Admissions rather than inventing an answer.",Graceful Unknown,Reference + Answered FAQ
